,0,1,2,3
0,Tamil Nadu Government Multi Super Speciality Hospital,Chennai,I got two suggestions please open the bathrooms because between 200 meters there was 5 bathrooms but 2 bathrooms are only unlocked others were in lock. and also provide wheelchairs everywhere inside the hospitals patients are suffering for walking. But the doctors nurse and all were well knowledged and well skilled.,0.4999999701976776
0,Tamil Nadu Government Multi Super Speciality Hospital,Chennai,Good maintenance and good service and good care  they lot beds and some many peoples  came for check up and it is useful for poor people abd they have lot of beds.   Take care is good lot of experience doctors is available so many people are utilizing this opportunity,1.600000023841858
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Very worst hospital.much money minded.no doctor visit patient during treatment. no experienced staff.doctors and staff were arrogant.given heavy dosages of cemo even at initial stage.no care.copy paste of discharge summary with no proper review.i lost my money high mental depression and with great dissapointment i took my mom to other hospital to continue treatment. no heart ....no kindness...worst  hospital we ever met....think thrice before u go there...,-2.6999999284744263
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Feel disgusting to give even 1 star... Because of their carelessness they killed my uncle... They give treatment with learners... doctor never visit the patients...and consulting him s a big wonder... If anyone concern with your lifeplease dont visit this business hospital,-2.2999999821186066
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Worst worst worst perfect example for cheating hospital Dr manohar unfit oncologist doesnt know anything fully money minded hospital including chief Ss doctor they will test the medicines getting treatment here is dangerous than cancer cells they knew very well how to cheat,-0.800000011920929
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,ICU is worst no clean or isolated at all. ICU is like a general ward where patient has to be highly secure.Dr Manohar oncology is worst doesnt know how to talk wit patient attender and so rude.Chief sybramanian sir is great. But ppl like manohar will cause hsptl reputation.,-0.8999999761581421
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Worst hospital ever visited.. doctors are after money..expensive is different from charging extra money.. Treatment n patient is not their priority but their pocket is.. Always enquire to ppl before u reach out for this hospital..rest u ll come to know.. In case of emergency they don reach out immediately..If u don hav medical knowledge then you can never find the flaws happenin inside..They giv more misery to the patient n family rather treating.. Cancer is already a deadly disease.. So pls think before u take ur family here..,-1.8999999985098839
0,Chennai Hospital,Chennai,,0.0
0,Chennai Hospital,Chennai,,0.0
0,Chennai Hospital,Chennai,,0.0
0,Chennai Hospital,Chennai,,0.0
0,Chennai Hospital,Chennai,,0.0
0,Corporation Hospital,Chennai,Nice area. Here all are Calm and good peoples. Hospital  school bus stop shops etc etc are available near by in walking distance.,1.499999962747097
0,Corporation Hospital,Chennai,,0.0
0,Corporation Hospital,Chennai,,0.0
0,Corporation Hospital,Chennai,,0.0
0,MIOT International,Chennai,Wonderful staff. They make you feel comfortable and are always aware of what a patient goes through. Though there are anxious moments in the hospital the staff calm down the nerves with their pleasant smile and welcoming attitude. Special thanks to Asifa who has made the entire treatment helpful and easy. God bless all the staff and doctors and pray for quick recovery for all patients,4.299999952316284
0,MIOT International,Chennai,My personal experience with MIOT hospital has been a wonderful journey the doctorsnurses and support staff have been very helpful right throughout the journey. My father has been a patient of MIOT for kidney failure..After coming to MIOT we felt we could assess his condition better and thanks to the wonderful team of doctors and the people involved my father is keeping good health.. ),1.5999999642372131
0,MIOT International,Chennai,Really I am very happy to admit here.....  Right from the beginning all staffs are guiding such a beautiful manner....... Over all Im very happy... I request one thing to improve food quality..... Thank you to all....,3.1000000089406967
0,MIOT International,Chennai,Even though i am just an attendant i have also experienced the excellent services given by everyone not only the medical professional but the administration and the other services like food and cleaners etc. within the hospital. I am definitely recommending this hospital to everyone back home because of the state of art medical technology they have and most of all the highest professional specialists .,1.7999999523162842
0,MIOT International,Chennai,Most wonderful service provide by the nurse doctors and the maid. It was indeed a pleasant stay and everyone ensured that whilst  we stayed not only the treatment was taken care of but also they took care of our well being.Would highly recommend anyone to choose MIOT.,1.7999999523162842
0,Apollo City Centre Hospital Sowcarpet,Chennai,Apollo mint branch worst experience poor obstetrical care landed my baby in  admission to neonatal i.c.u in child trust. due to late arrival of doctor. No NICU here so plz dont choose mint branch for obstetrical care.,-1.399999976158142
0,Apollo City Centre Hospital Sowcarpet,Chennai,Good morning I am not sure if you have,0.800000011920929
0,Apollo City Centre Hospital Sowcarpet,Chennai,this is big  very good hospital in chennaimy father attend this hospital....,0.800000011920929
0,Apollo City Centre Hospital Sowcarpet,Chennai,Great hospital with professional doctors.,0.8999999761581421
0,Apollo City Centre Hospital Sowcarpet,Chennai,Fantastic hospital in the Asian countrygood facilities and gorgeous service.,0.8999999761581421
0,Rajiv Gandhi Government General Hospital,Chennai,This is my personal genuine experience of the Ortho Department  I had a very bad ligament tear and needed immediate treatment and for the first time I gathered all my guts and went to the Government Hospital. What I found there was quite interesting I found experienced doctors and very helpful medical students who treated my condition with utmost care and dedication. I was asked to come for 7 days continuous treatment and each day I was given amazing care. Finally they treated me of my full condition and I was sent back with a fully healed leg. I am sure there are many bad experiences for people with staff demanding money from patients but there are still amazing doctors and staff who are very genuine and helpful in the hospital and I totally recommend their service which is much better than a private hospital.,3.099999986588955
0,Rajiv Gandhi Government General Hospital,Chennai,My mother in law admitted in the hospital. 3days she has died because of worst treatment from duty doctors under Dr. Vasanthi team. She is never seeing the patients. Also Dr. Jessy the worst doctor in the hospital. Also if they are putting you in ward 206 then it shows they will not take care of patients and leads to death.Better take to kmc or multi speciality for better treatment.,-3.300000011920929
0,Rajiv Gandhi Government General Hospital,Chennai,A public hospital with highest standard of medical care with advanced facilities.,0.699999988079071
0,Rajiv Gandhi Government General Hospital,Chennai,One of the best government hospital for TN people and for others also. As per experience orthopaedic docotors are superb.Other than treatment also good like cleaning and neat Ness also superb,1.5999999642372131
0,Apollo Medical Centre Anna Nagar,Chennai,Excellent clinic. The staff is well trained efficient extremely courteous and attentive. The doctors are top notch and extremely dedicated. The cleanliness and the ambience is testimony to the care and attention being given to every minute detail. On Saturdays while patients wait for their appointments regular talks by experts are scheduled so that visitors can benefit from the knowledge. The head of the center is obviously an administrator par excellence bringing a personal touch to ensure that the patients get the best service. Whether it is a specially designedfor comfort chair in the dental room or a state of the art mammogram machine the clinic has it all. It is a blessing to have such a place nearby. I will strongly recommend this place to anyone who wants to go there.,6.799999862909317
0,Apollo Medical Centre Anna Nagar,Chennai,I recently went to the hospital for physiotherapy as I twisted my ankle while playing badminton. The services are very good and I feel much better in these three days. Thank you so much.,1.3000000193715096
0,Apollo Medical Centre Anna Nagar,Chennai,I visited Dr. Naresh Manikandan dentist and Dr. Esther dietician. They are best Very friendly  kind to their patients and good hospitality among the people I met.. .,0.8999999761581421
0,Apollo Medical Centre Anna Nagar,Chennai,Its great bein here..I came with my aunt for her whole body checkup and it was done so soon ...I referred everyone to be here..Ms.Rekha is too supportive and she guided very well...Grt experience,0.8999999761581421
0,Apollo Medical Centre Anna Nagar,Chennai,Excellent atmosphere  well trained staffs and doctors. Friendly staffs ),1.699999988079071
0,Apollo Speciality Hospitals,Chennai,Quick response good behaviour helping natures but treatment is not good because after surgery senior doctors give responsibility to learning doctors i.e. junior doctors. They dont know anything. They do not have the common sense. Their behaviours are good but knowledge very poor. They really dont know the function of medicines or intravenous injection which are given to patients. Because of all these patients get serious or died even after the successful surgery. The learning doctors do their research with the patients indirectly we can say the junior doctors play with the patients life and his family members. They are cheaters in a single line I would like to say that the system is worst and it allows junior doctors to play with the patients and their family.,-1.6000000312924385
0,Apollo Speciality Hospitals,Chennai,Treatment was ok.But canteen food is not edible. My father was admitted in Feb 2019. My mother attended my father and she use to have food from Apollo hospitals canteen. But on 16th Feb 2019 they served stale food charged INR 150 for the same. The food was so horrible that she could hardly eat single chapati and called the manager to refund but they refused instead offered biryani to her. However since she lost the faith in them so she didnt accepted and left it. After returning home she suffered severe loose motions. Requesting all not to have anything from Apollo hospitals canteen.Thanks,-2.899999924004078
0,Apollo Speciality Hospitals,Chennai,Apollo Hospital Vanagaram is the best My mother had a knee replacement surgery recently and I cannot say enough about the excellent treatment and care she got at the hospital... The surgeon Dr.Bharani Kumar and his assistants are very knowledgeable and answered all our questions and concerns with patience... the nursing director Sister Shanthi and her staff are very caring  and kind...all the other non medical staff were very courteous... overall it was a very pleasant experience... the hospital itself is very clean and well maintained.... Kudos to the management under Mr.Kingsley Devraj,4.399999916553497
0,Apollo Speciality Hospitals,Chennai,,0.0
0,Apollo Speciality Hospitals,Chennai,Worst service in master health check upThe staffs in this branch(apollo vanagaram)are not responding with outpatients and they are very irresponsible I have personally seen that the inpatients were forced to wait in the corridor.Staffs r irresponsible.Chairman should take action and monitor it..,-0.8999999761581421
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,Nice place to delivering baby,0.8999999761581421
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
0,Chennai Corporation Hospital,Chennai,,0.0
,0,1,2,3
0,Apollo Gleneagles Hospitals,Kolkata,Cancer Hospital with worldclass facility but costly a bit.staffs are professional and well behaved but not so good you generally see in Chennai Apollo Hospitals.Corporate facility(PrivateSemi private Beds)is available.Maximum medical insurance facilities are accepted here.Doctors are good too.A patient may contact the Emergency number if you have critical conditions.,-0.5
0,Apollo Gleneagles Hospitals,Kolkata,They provide good treatment but they charge higher. Also theres a long waiting in tests. They should organize these sections.,-0.30000001192092896
0,Apollo Gleneagles Hospitals,Kolkata,Worst experience We are not a government hospital are the words that would keep repeating in my mind whenever I would think of Apollo now Thank u for telling us that.... else we would have not known What a pathetic service to ppl who are already in distress Please do not opt for this hospital if you need urgent consultations or you dont know its not a government hospitalI dont have words to express my disappointment Want to give negative rating,-0.8999999761581421
0,Apollo Gleneagles Hospitals,Kolkata,This hospital is very nice and the treatment done here is very good .all the workers are very punctual so I will rate 5 star to this hospital,0.8999999761581421
0,Apollo Gleneagles Hospitals,Kolkata,Apollo Gleneagles hospital of Kolkata is a famous and popular hospital in the state of West Bengal. They have Highly advanced diagnostic systems and well trained doctors from all over the India . Emergency services are provided here for 24 7 hr . Outdoor facilities are available here. Trauma centre is available here. They have advanced medical laboratory and hygienic conditions of buildings. Surrounding area is clean and clear. Patients waiting area is good in condition. Toilets facilities are available here for free. Parking lots are available here for reasonable price. They have a cancer care centre also. Ambulance service are provided here for 24  7 hr. Inside the hospital campus two ATM bankings are available. They have cafeterias also . Nearest metro station is Bengal chemical and saltlake stadium. Overall care is well here.,6.399999998509884
0,kolkata hospital,Kolkata,Its good,0.699999988079071
0,kolkata hospital,Kolkata,,0.0
0,kolkata hospital,Kolkata,,0.0
0,kolkata hospital,Kolkata,,0.0
0,kolkata hospital,Kolkata,,0.0
0,"Columbia Asia Hospital Salt Lake, Kolkata",Kolkata,Great care from all. The staffs are very professional attentive and caring to provide the best service. Doctors are doing the best to get your health looked after. It has been the best hospital I have been to in my life. Thank you so much for kind care and service.,3.799999952316284
0,"Columbia Asia Hospital Salt Lake, Kolkata",Kolkata,My wife delivered our first child in this hospital. I must admit we were overwhelmed with the overall services. The nurses in the floor were very caring and empathetic towards our baby and took great care of my wifes needs as well. The doctors were excellent and the lactation nurse took immense care in teaching my wife the necessary babycare . All the staffs are courteous and polite in behavior. The cleanliness is well maintained. They have a great cafe with a nice ambience at the top. So I will surely recommend my friends and family to the hospital for their flawless services.,5.599999859929085
0,"Columbia Asia Hospital Salt Lake, Kolkata",Kolkata,Excellent service overall. Our patient (75 years) was admitted at a very very critical stage due to a fatal road accident but all the doctors nurses and the other medical staff did a superb job even in the middle of the night. Specially we received an overwhelming help within the scope of sheer professionalism by the receptionist(s) there at the night shift. I dont hesitate to take a special mention here Ms. Trisha Banerjee one of the customer care assistants there was just fabulous in helping us out. We had to keep bugging her over night for a lot of reasons since our patient was transferred from Emergency to finally Ventilation at ICU. She kept her cool and didnt held herself back from lending out a helping hand during the critical moments. Thanks and warm regards to everyone at Columbia Asia Salt Lake Kolkata.,3.799999974668026
0,"Columbia Asia Hospital Salt Lake, Kolkata",Kolkata,A very good hospital. Sought treatment from the orthopaedic unit and was very satisfied. The hospital is very clean. The staff was very helpful.The hospital however lacks inhouse MRI facility but has tieup with Apollo Clinic. The emergency ward was a little disappointing compared rest of the hospital departments.,2.199999988079071
0,"Columbia Asia Hospital Salt Lake, Kolkata",Kolkata,Great place to work with.  All the staffs are very good and caring.. a proper and best place to get your treatment done with full attention and care...love to be a part of Columbia Asia Team. ,1.7999999523162842
0,AMRI Hospital Mukundapur,Kolkata,Good hospital for women especially. My friend had some medical issues and she was treated by a young lady doctor who was very efficient. I dont remember the name but she was really professional in her work. Listened to the problem in a polite way and treated the problem in a short period. Thanks,3.1000000089406967
0,AMRI Hospital Mukundapur,Kolkata,My cousin has cholesterol problems and one day he had a minor stroke. We needed to take him to the hospital. He was in emergency for a one day before he was admitted for a week. The doctors did everything they could to change his condition in a quick time. They are very experienced and handle critical patients with good care. My cousin is quite well today and whenever he faces any problem we visit AMRI hospitals.      Thanks AMRI,2.8999999910593033
0,AMRI Hospital Mukundapur,Kolkata,I cant remember who treated my friend last time but the doctor was very efficient. AMRI Hospitals Mukundapur is a good healthcare provider and their doctors are experienced. They are brilliant with their treatment.,2.399999976158142
0,AMRI Hospital Mukundapur,Kolkata,I visited with my family member for kidney check up. But the doctor shows us positive attitude. Very polite nature. He checked properly. Totally Satisfied.,1.899999961256981
0,AMRI Hospital Mukundapur,Kolkata,The place is actually a woman and child care hospital beautifully spaced and designed. However for some odd reason (probably due to the ghastly accident in one of its properties) it is called Vision care. Maternity and child care is top notch. Aftercare post operation is also great. Doctors are good and the nurses are well trained and friendly. Place is extremely hygiene even the toilets. Hospital canteen has good food and outdoor eateries are accommodated within hospital campus. Packages are available for surgery and childbirth.,5.099999897181988
0,AMRI Hospital Dhakuria,Kolkata,1. The Hospital is very well maintained in City. 2. Clean and well arranged3. The doctors are highly qualified and respectful. When my husband was admitted there the doctor used to visit 23 times in a day.4. Attendants  the nursing staff is very nice5.  are very good and nice 6. Parking arrangements are also there.,3.600000023841858
0,AMRI Hospital Dhakuria,Kolkata,The hospital is good for checkups. It provides discounts and has all the latest facilities for the convenience of patients as well as the medics. I was admitted in the hospital last year for 2 days. The staff took good care of me. Thanks,2.30000002682209
0,AMRI Hospital Dhakuria,Kolkata,Heartwarming servicesCaring doctorsnursesall staffsdelicious foodwell behaviour done by all.Today is my discharge but literally I want to stay here.. . But Ill not stay here because the foods are VEG.Which is very disappointing for me.And1st Januarys food item should be something special always.Please do take care of these little issues.Otherwiseeverything is lovely. ,-1.0000000149011612
0,AMRI Hospital Dhakuria,Kolkata,Its a good hospital with a great team of medical practitioners. The hospital is equipped with all the latest facilities providing great care. I dont think there is any better hospital in Kolkata.,1.599999949336052
0,AMRI Hospital Dhakuria,Kolkata,Had an amazing experience at one of the best hospitals in Kolkata. The doctors are good the food is delicious and the nurses and staff really made me feel at home. Hoping for a speedy recovery from my surgery.,2.599999964237213
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,SSKM also known as PG Hospital. Its s super facility hospital which means it has got all the departments. Doctors are extremely well trained they know their responsibility very well Hospital premises is neat and clean What I feel this hospital lack is proper guidance  process More boards  plackart should be created. More people with a tag of may I help you  should be there in the hospital premises so that people can ask for help Many people dont know what to do... There lots of things needs to be manged properly and should be changed.,1.5000000149011612
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,Can anyone Google local guide help me change the name to SSKM  IPGMER (PG) Hospital?I tried many a times but its not getting approved as somebody is continuously rejecting it.Whoever it is if there is anything to discuss you are most welcome.,-0.8999999761581421
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,Doctors have good degrees but very rude behaviour. Nurse and sisters are just a mess. No care of the patient. Very bad place.CCU which should have the best service has the worst one. Very bad place.Patient experiences new symptoms here. Bedsore is common here as the staff is nonsense here. Bribe is famous here. Give money and everything is done all rules broken. But if we give money to sisters the fools will accept money but not take care of the patient.The staff is a nonsense here.,-5.499999940395355
